Timestamp,Gender,State,Parent Education Level,Household Income Level,Study Duration,Study Frequency,Learning Style,Study Resources,Past Exam Practice,Study Space,Attendance,Study Impact by extracurricular activity,Teacher Support,Progress Monitoring,Performance,Score Level
2024-06-18 06:22:27,Male,Ondo,No formal education,Middle income,1-2 hours,Once a week,Reading notes,Past questions,Often,No,Always,Hinders somewhat,Usually,Rarely,I performed as expected,120 - 200
2024-01-31 12:01:06,Male,Rivers,University,Middle income,2-4 hours,4-6 times a week,Watching videos,Online materials,Never,No,Always,Hinders somewhat,Always,Never,I performed worse than expected,< 120
2024-02-11 09:34:21,Female,Katsina,Primary school,Low income,2-4 hours,Only before exams,Hands-on practice,Textbooks,Never,Yes,Almost always,Hinders a lot,Always,Sometimes,I performed better than expected,200 - 270
2024-09-30 15:33:56,Female,Sokoto,Primary school,Middle income,1-2 hours,Only before exams,Group discussions,Online materials,Always,No,Rarely,Helps somewhat,Never,Sometimes,I performed better than expected,120 - 200
2024-06-05 02:31:48,Female,Ogun,No formal education,Middle income,Less than 1 hour,4-6 times a week,Listening to lectures,Textbooks,Rarely,Yes,Sometimes,No impact,Usually,Sometimes,I performed as expected,200 - 270
2024-02-12 05:00:01,Male,Ogun,University,High income,2-4 hours,Only before exams,Listening to lectures,Textbooks,Sometimes,Yes,Rarely,Hinders somewhat,Always,Always,I performed better than expected,200 - 270
2024-08-27 02:44:28,Female,Abia,Secondary school,Low income,1-2 hours,2-3 times a week,Hands-on practice,Online materials,Rarely,No,Always,Helps somewhat,Usually,Rarely,I performed better than expected,< 120
2024-09-14 10:20:04,Male,Cross River,University,Low income,More than 4 hours,2-3 times a week,Hands-on practice,Videos,Rarely,Yes,Almost always,Hinders somewhat,Never,Always,I performed better than expected,< 120
2024-07-22 06:26:08,Male,Niger,Secondary school,Middle income,2-4 hours,Once a week,Reading notes,Online materials,Always,Yes,Sometimes,Hinders somewhat,Sometimes,Rarely,I performed better than expected,> 270
2024-06-02 21:42:47,Male,Enugu,No formal education,Low income,2-4 hours,4-6 times a week,Hands-on practice,Past questions,Rarely,No,Almost always,Helps a lot,Rarely,Rarely,I performed as expected,200 - 270
2024-06-06 23:43:21,Female,Rivers,Secondary school,Low income,1-2 hours,Never,Hands-on practice,Tutor,Rarely,No,Sometimes,Helps somewhat,Never,Often,I performed worse than expected,120 - 200
2024-08-12 23:22:49,Male,Niger,No formal education,Low income,2-4 hours,Only before exams,Group discussions,Tutor,Sometimes,No,Rarely,No impact,Never,Rarely,I performed as expected,200 - 270
2024-10-03 00:55:23,Female,Ebonyi,Secondary school,Middle income,Less than 1 hour,2-3 times a week,Hands-on practice,Past questions,Never,No,Almost always,Helps a lot,Usually,Always,I performed as expected,200 - 270
2024-09-07 14:26:17,Male,Nasarawa,No formal education,Middle income,More than 4 hours,2-3 times a week,Watching videos,Textbooks,Rarely,Yes,Never,Helps a lot,Never,Always,I performed as expected,< 120
2024-07-09 13:16:44,Female,Osun,University,Low income,2-4 hours,Only before exams,Reading notes,Tutor,Never,Yes,Almost always,Hinders a lot,Rarely,Often,I performed worse than expected,120 - 200
2024-01-07 15:47:38,Female,Anambra,Primary school,High income,2-4 hours,4-6 times a week,Group discussions,Textbooks,Often,No,Rarely,Helps somewhat,Never,Sometimes,I performed worse than expected,200 - 270
2024-06-24 12:33:56,Male,Bayelsa,No formal education,Middle income,Less than 1 hour,Once a week,Reading notes,Past questions,Always,No,Rarely,Helps somewhat,Sometimes,Sometimes,I performed worse than expected,120 - 200
2024-04-10 02:17:49,Female,Kebbi,Secondary school,High income,1-2 hours,Never,Watching videos,Textbooks,Rarely,Yes,Always,Helps a lot,Always,Often,I performed better than expected,200 - 270
2024-03-12 23:34:57,Male,Katsina,Primary school,High income,1-2 hours,Never,Reading notes,Tutor,Sometimes,No,Never,Hinders a lot,Rarely,Sometimes,I performed worse than expected,> 270
2024-01-03 09:52:57,Female,Kogi,Primary school,High income,More than 4 hours,Once a week,Reading notes,Videos,Sometimes,Yes,Almost always,Hinders somewhat,Always,Often,I performed worse than expected,> 270
2024-03-06 10:55:41,Female,FCT,Primary school,Middle income,2-4 hours,Only before exams,Listening to lectures,Videos,Rarely,No,Never,No impact,Always,Rarely,I performed better than expected,< 120
2024-04-05 00:43:54,Male,Kaduna,No formal education,Low income,2-4 hours,Only before exams,Listening to lectures,Online materials,Often,Yes,Always,No impact,Sometimes,Often,I performed as expected,> 270
2024-06-15 21:27:00,Female,Ondo,No formal education,High income,1-2 hours,2-3 times a week,Reading notes,Tutor,Often,Yes,Always,No impact,Always,Never,I performed worse than expected,< 120
2024-04-12 07:30:58,Female,Kaduna,Secondary school,High income,Less than 1 hour,Every day,Watching videos,Past questions,Sometimes,No,Never,Helps somewhat,Usually,Always,I performed worse than expected,> 270
2024-06-22 20:34:35,Female,Ekiti,No formal education,Middle income,More than 4 hours,2-3 times a week,Group discussions,Tutor,Sometimes,No,Rarely,Hinders a lot,Rarely,Rarely,I performed as expected,< 120
2024-03-28 19:42:07,Female,Akwa Ibom,Primary school,Low income,More than 4 hours,Only before exams,Hands-on practice,Online materials,Often,Yes,Never,Hinders somewhat,Always,Always,I performed as expected,120 - 200
2024-05-06 08:06:55,Female,Kebbi,No formal education,Low income,More than 4 hours,4-6 times a week,Watching videos,Videos,Rarely,No,Always,Hinders somewhat,Rarely,Rarely,I performed better than expected,< 120
2024-06-07 22:07:25,Female,Adamawa,Primary school,Low income,More than 4 hours,4-6 times a week,Reading notes,Videos,Often,Yes,Almost always,Hinders a lot,Always,Rarely,I performed worse than expected,200 - 270
2024-06-17 18:05:05,Male,Ondo,Secondary school,High income,More than 4 hours,4-6 times a week,Watching videos,Past questions,Often,No,Sometimes,Helps somewhat,Always,Never,I performed worse than expected,> 270
2024-07-08 14:14:19,Male,Yobe,No formal education,High income,Less than 1 hour,Never,Watching videos,Past questions,Never,No,Never,Helps a lot,Rarely,Rarely,I performed worse than expected,200 - 270
2024-01-11 16:20:30,Male,Zamfara,Secondary school,Middle income,More than 4 hours,Never,Group discussions,Textbooks,Rarely,Yes,Sometimes,Helps a lot,Sometimes,Often,I performed as expected,> 270
2024-04-25 08:22:03,Male,Niger,Secondary school,Middle income,Less than 1 hour,Never,Hands-on practice,Past questions,Rarely,No,Almost always,Helps somewhat,Never,Always,I performed better than expected,200 - 270
2024-06-29 19:00:04,Female,Edo,No formal education,High income,2-4 hours,Never,Group discussions,Online materials,Never,No,Rarely,Hinders somewhat,Rarely,Often,I performed worse than expected,200 - 270
2024-02-26 08:51:03,Male,Bauchi,"Postgraduate(Masters,PhD)",Low income,2-4 hours,Every day,Listening to lectures,Videos,Always,Yes,Never,No impact,Never,Rarely,I performed as expected,200 - 270
2024-01-12 22:39:17,Female,Akwa Ibom,No formal education,Low income,1-2 hours,2-3 times a week,Reading notes,Past questions,Always,Yes,Sometimes,Helps a lot,Always,Never,I performed worse than expected,< 120
2024-05-23 14:40:35,Female,Zamfara,Secondary school,Low income,Less than 1 hour,4-6 times a week,Reading notes,Past questions,Often,No,Rarely,Helps somewhat,Never,Sometimes,I performed as expected,> 270
2024-01-03 18:59:33,Female,Taraba,University,Middle income,Less than 1 hour,Once a week,Watching videos,Textbooks,Rarely,No,Almost always,Hinders a lot,Rarely,Always,I performed better than expected,< 120
2024-03-17 06:35:41,Male,Enugu,Primary school,Low income,1-2 hours,Never,Hands-on practice,Videos,Sometimes,Yes,Sometimes,Helps a lot,Sometimes,Rarely,I performed as expected,200 - 270
2024-07-04 17:55:15,Male,Enugu,"Postgraduate(Masters,PhD)",High income,2-4 hours,Every day,Listening to lectures,Past questions,Never,Yes,Almost always,Hinders somewhat,Rarely,Sometimes,I performed worse than expected,> 270
2024-04-09 16:10:42,Female,Bauchi,Secondary school,Low income,More than 4 hours,4-6 times a week,Listening to lectures,Textbooks,Rarely,Yes,Almost always,Helps somewhat,Always,Often,I performed as expected,200 - 270
2024-05-24 17:08:40,Female,Kogi,Secondary school,Middle income,More than 4 hours,Never,Hands-on practice,Tutor,Rarely,No,Never,Helps somewhat,Rarely,Never,I performed as expected,> 270
2024-08-28 02:22:39,Male,Kogi,University,Middle income,1-2 hours,2-3 times a week,Listening to lectures,Online materials,Sometimes,No,Rarely,Helps somewhat,Never,Always,I performed worse than expected,120 - 200
2024-01-02 03:23:29,Female,Sokoto,No formal education,Low income,Less than 1 hour,Never,Reading notes,Past questions,Rarely,No,Rarely,Hinders somewhat,Rarely,Often,I performed better than expected,< 120
2024-06-12 23:33:08,Male,Lagos,"Postgraduate(Masters,PhD)",High income,1-2 hours,Once a week,Reading notes,Textbooks,Sometimes,Yes,Rarely,Helps a lot,Sometimes,Never,I performed as expected,> 270
2024-03-21 18:34:59,Male,Ogun,Primary school,High income,Less than 1 hour,Once a week,Watching videos,Tutor,Often,Yes,Never,Helps somewhat,Always,Never,I performed worse than expected,200 - 270
2024-04-04 17:54:03,Female,Oyo,No formal education,Low income,Less than 1 hour,4-6 times a week,Listening to lectures,Tutor,Often,Yes,Rarely,Helps somewhat,Sometimes,Sometimes,I performed better than expected,120 - 200
2024-07-24 03:09:13,Female,Zamfara,"Postgraduate(Masters,PhD)",High income,2-4 hours,Never,Listening to lectures,Past questions,Never,No,Always,No impact,Rarely,Often,I performed worse than expected,120 - 200
2024-05-15 07:57:18,Male,Delta,Primary school,High income,1-2 hours,2-3 times a week,Group discussions,Videos,Often,Yes,Never,Helps a lot,Sometimes,Always,I performed as expected,< 120
2024-02-15 13:00:10,Female,Benue,University,High income,More than 4 hours,Every day,Group discussions,Tutor,Often,Yes,Rarely,Helps somewhat,Rarely,Sometimes,I performed better than expected,> 270
2024-06-26 23:09:10,Male,Zamfara,Primary school,Low income,2-4 hours,Only before exams,Reading notes,Online materials,Often,No,Rarely,No impact,Rarely,Rarely,I performed as expected,> 270
2024-07-22 19:40:05,Male,Adamawa,Primary school,Low income,Less than 1 hour,4-6 times a week,Reading notes,Textbooks,Sometimes,Yes,Rarely,Helps somewhat,Always,Always,I performed as expected,< 120
2024-05-15 11:46:04,Male,Kwara,University,Middle income,1-2 hours,Only before exams,Watching videos,Tutor,Never,No,Rarely,Hinders somewhat,Never,Always,I performed better than expected,> 270
2024-06-28 00:46:09,Male,Ebonyi,Secondary school,Middle income,More than 4 hours,Never,Reading notes,Videos,Often,No,Almost always,No impact,Never,Often,I performed better than expected,200 - 270
2024-02-18 15:59:57,Female,Taraba,No formal education,Middle income,2-4 hours,Every day,Reading notes,Videos,Rarely,Yes,Always,Helps somewhat,Always,Often,I performed worse than expected,> 270
2024-01-08 19:14:54,Male,Gombe,University,Middle income,1-2 hours,Once a week,Hands-on practice,Past questions,Sometimes,Yes,Almost always,Helps a lot,Sometimes,Sometimes,I performed worse than expected,120 - 200
2024-04-16 10:43:46,Female,Nasarawa,Secondary school,Low income,Less than 1 hour,Every day,Reading notes,Tutor,Sometimes,Yes,Always,Hinders somewhat,Never,Sometimes,I performed as expected,< 120
2024-03-27 09:54:54,Male,Kogi,Secondary school,Middle income,Less than 1 hour,Once a week,Listening to lectures,Online materials,Rarely,Yes,Never,No impact,Sometimes,Sometimes,I performed better than expected,120 - 200
2024-01-02 16:28:19,Male,Delta,University,Middle income,1-2 hours,Once a week,Reading notes,Past questions,Often,No,Almost always,Helps somewhat,Rarely,Often,I performed better than expected,> 270
2024-10-01 15:27:50,Female,Delta,Primary school,High income,Less than 1 hour,Only before exams,Group discussions,Tutor,Always,No,Almost always,Hinders a lot,Rarely,Rarely,I performed better than expected,> 270
2024-07-07 21:14:57,Male,Abia,Secondary school,High income,Less than 1 hour,Once a week,Hands-on practice,Textbooks,Never,Yes,Never,No impact,Sometimes,Rarely,I performed as expected,< 120
2024-01-25 22:24:03,Male,Adamawa,No formal education,Low income,Less than 1 hour,4-6 times a week,Reading notes,Videos,Always,No,Almost always,Helps somewhat,Rarely,Always,I performed better than expected,200 - 270
2024-02-13 04:13:08,Male,Enugu,"Postgraduate(Masters,PhD)",High income,More than 4 hours,4-6 times a week,Watching videos,Videos,Often,Yes,Sometimes,Hinders somewhat,Rarely,Rarely,I performed better than expected,< 120
2024-03-23 16:54:07,Male,Yobe,University,Middle income,1-2 hours,Only before exams,Group discussions,Online materials,Always,No,Almost always,Hinders somewhat,Always,Always,I performed as expected,120 - 200
2024-04-27 08:58:00,Male,Imo,No formal education,High income,2-4 hours,Only before exams,Hands-on practice,Tutor,Sometimes,No,Rarely,Helps somewhat,Never,Often,I performed worse than expected,> 270
2024-06-16 12:35:28,Female,Niger,No formal education,High income,Less than 1 hour,2-3 times a week,Hands-on practice,Past questions,Sometimes,Yes,Sometimes,Hinders a lot,Always,Rarely,I performed worse than expected,200 - 270
2024-06-01 09:15:52,Male,Kano,No formal education,Middle income,1-2 hours,Only before exams,Listening to lectures,Videos,Sometimes,No,Always,Helps a lot,Usually,Often,I performed as expected,> 270
2024-07-08 06:58:08,Female,Taraba,"Postgraduate(Masters,PhD)",Middle income,1-2 hours,4-6 times a week,Reading notes,Tutor,Always,No,Almost always,No impact,Rarely,Always,I performed as expected,< 120
2024-01-05 12:02:28,Female,FCT,"Postgraduate(Masters,PhD)",High income,2-4 hours,Every day,Listening to lectures,Textbooks,Often,No,Never,Hinders somewhat,Never,Rarely,I performed as expected,200 - 270
2024-06-29 13:47:28,Male,Kwara,"Postgraduate(Masters,PhD)",Low income,1-2 hours,4-6 times a week,Hands-on practice,Online materials,Always,Yes,Almost always,No impact,Always,Never,I performed worse than expected,> 270
2024-06-18 08:05:58,Female,FCT,"Postgraduate(Masters,PhD)",Middle income,Less than 1 hour,Only before exams,Watching videos,Tutor,Sometimes,Yes,Sometimes,Hinders somewhat,Never,Rarely,I performed worse than expected,> 270
2024-05-20 23:24:51,Male,Abia,Primary school,Low income,1-2 hours,2-3 times a week,Listening to lectures,Videos,Often,Yes,Rarely,Helps somewhat,Usually,Always,I performed as expected,> 270
2024-09-26 04:49:02,Male,Sokoto,Secondary school,High income,Less than 1 hour,Never,Listening to lectures,Videos,Never,No,Always,Hinders somewhat,Never,Often,I performed worse than expected,200 - 270
2024-04-22 07:24:46,Female,Ondo,Primary school,Low income,1-2 hours,Only before exams,Reading notes,Online materials,Often,Yes,Almost always,Helps a lot,Never,Sometimes,I performed worse than expected,< 120
2024-07-30 20:00:37,Male,Gombe,Secondary school,Low income,2-4 hours,Every day,Group discussions,Past questions,Never,No,Rarely,Hinders somewhat,Always,Sometimes,I performed worse than expected,> 270
2024-04-21 02:48:48,Female,Adamawa,"Postgraduate(Masters,PhD)",Low income,More than 4 hours,Never,Group discussions,Online materials,Never,No,Almost always,Hinders somewhat,Usually,Always,I performed better than expected,> 270
2024-05-14 15:36:45,Male,Bauchi,University,Low income,More than 4 hours,Only before exams,Reading notes,Textbooks,Sometimes,No,Never,Hinders somewhat,Rarely,Sometimes,I performed worse than expected,< 120
2024-05-14 23:00:02,Female,Katsina,"Postgraduate(Masters,PhD)",High income,1-2 hours,Never,Listening to lectures,Tutor,Never,Yes,Rarely,Helps a lot,Sometimes,Always,I performed worse than expected,120 - 200
2024-05-07 00:40:06,Male,Delta,No formal education,Middle income,2-4 hours,4-6 times a week,Listening to lectures,Online materials,Never,No,Always,Hinders a lot,Always,Rarely,I performed better than expected,120 - 200
